Landtagswahl JJJJ; Wahldatum: JJJJ-MM-TT; Stand: 03.07.2023 13:15:10
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;SPD Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FDP Wahlkreisstimmen;AfD Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;NPD Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Graue Panther Wahlkreisstimmen;BüSo Wahlkreisstimmen;AD-Demokraten Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;BGE Wahlkreisstimmen;DIE VIOLETTEN Wahlkreisstimmen;LKR Wahlkreisstimmen;MENSCHLICHE WELT Wahlkreisstimmen;Die Humanisten Wahlkreisstimmen;Gesundheitsforschung Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;APPD (WK 13) Wahlkreisstimmen;DiB (WK 3) Wahlkreisstimmen;NEV (WK 44) Wahlkreisstimmen;ÖkoLinX He (WK 22) Wahlkreisstimmen;CDU Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);NPD Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Graue Panther Wahlkreisstimmen (%);BüSo Wahlkreisstimmen (%);AD-Demokraten Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);BGE Wahlkreisstimmen (%);DIE VIOLETTEN Wahlkreisstimmen (%);LKR Wahlkreisstimmen (%);MENSCHLICHE WELT Wahlkreisstimmen (%);Die Humanisten Wahlkreisstimmen (%);Gesundheitsforschung Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);APPD (WK 13) Wahlkreisstimmen (%);DiB (WK 3) Wahlkreisstimmen (%);NEV (WK 44) Wahlkreisstimmen (%);ÖkoLinX He (WK 22) Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;SPD Landesstimmen;GRÜNE Landesstimmen;DIE LINKE Landesstimmen;FDP Landesstimmen;AfD Landesstimmen;PIRATEN Landesstimmen;FREIE WÄHLER Landesstimmen;NPD Landesstimmen;Die PARTEI Landesstimmen;ÖDP Landesstimmen;Graue Panther Landesstimmen;BüSo Landesstimmen;AD-Demokraten Landesstimmen;Bündnis C Landesstimmen;BGE Landesstimmen;DIE VIOLETTEN Landesstimmen;LKR Landesstimmen;MENSCHLICHE WELT Landesstimmen;Die Humanisten Landesstimmen;Gesundheitsforschung Landesstimmen;Tierschutzpartei Landesstimmen;V-Partei³ Landesstimmen;APPD (WK 13) Landesstimmen;DiB (WK 3) Landesstimmen;NEV (WK 44) Landesstimmen;ÖkoLinX He (WK 22) Landesstimmen;CDU Landesstimmen (%);SPD Landesstimmen (%);GRÜNE Landesstimmen (%);DIE LINKE Landesstimmen (%);FDP Landesstimmen (%);AfD Landesstimmen (%);PIRATEN Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);NPD Landesstimmen (%);Die PARTEI Landesstimmen (%);ÖDP Landesstimmen (%);Graue Panther Landesstimmen (%);BüSo Landesstimmen (%);AD-Demokraten Landesstimmen (%);Bündnis C Landesstimmen (%);BGE Landesstimmen (%);DIE VIOLETTEN Landesstimmen (%);LKR Landesstimmen (%);MENSCHLICHE WELT Landesstimmen (%);Die Humanisten Landesstimmen (%);Gesundheitsforschung Landesstimmen (%);Tierschutzpartei Landesstimmen (%);V-Partei³ Landesstimmen (%);APPD (WK 13) Landesstimmen (%);DiB (WK 3) Landesstimmen (%);NEV (WK 44) Landesstimmen (%);ÖkoLinX He (WK 22) Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
01353401400;"Marburg, Universitätsstadt";"SB";32401;"Dagobertshausen, Hofgut";259;193;66;0;146;0;;;3;143;2,1;97,9;47;32;22;12;13;15;1;;;1;0;;;;;;;;;;;;;0;;;;32,9;22,4;15,4;8,4;9,1;10,5;0,7;;;0,7;0,0;;;;;;;;;;;;;0,0;;;;2;144;1,4;98,6;34;28;26;14;18;19;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;;;;;23,6;19,4;18,1;9,7;12,5;13,2;0,7;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";32501;"Elnhausen Mehrzweckhalle";806;654;152;0;456;0;;;10;446;2,2;97,8;146;148;69;23;23;32;1;;;2;1;;;;;;;;;;;;;1;;;;32,7;33,2;15,5;5,2;5,2;7,2;0,2;;;0,4;0,2;;;;;;;;;;;;;0,2;;;;6;450;1,3;98,7;120;135;89;25;30;37;2;4;0;2;0;2;0;0;0;0;1;0;1;0;1;1;0;;;;;26,7;30,0;19,8;5,6;6,7;8,2;0,4;0,9;0,0;0,4;0,0;0,4;0,0;0,0;0,0;0,0;0,2;0,0;0,2;0,0;0,2;0,2;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";32601;"Dilschhausen Bürgerhaus";134;110;24;0;86;0;;;1;85;1,2;98,8;46;16;3;3;6;9;0;;;0;1;;;;;;;;;;;;;1;;;;54,1;18,8;3,5;3,5;7,1;10,6;0,0;;;0,0;1,2;;;;;;;;;;;;;1,2;;;;1;85;1,2;98,8;36;15;7;3;6;11;2;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;;;;;42,4;17,6;8,2;3,5;7,1;12,9;2,4;1,2;1,2;0,0;1,2;1,2;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";33101;"Cyriaxweimar Mehrzweckhalle";417;378;39;0;274;0;;;9;265;3,3;96,7;82;67;49;29;9;28;0;;;1;0;;;;;;;;;;;;;0;;;;30,9;25,3;18,5;10,9;3,4;10,6;0,0;;;0,4;0,0;;;;;;;;;;;;;0,0;;;;6;268;2,2;97,8;77;51;61;30;10;31;1;4;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;;;;;28,7;19,0;22,8;11,2;3,7;11,6;0,4;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";33201;"Haddamshausen Anbau Feuerwehrgerätehaus";416;363;53;0;246;0;;;3;243;1,2;98,8;64;63;45;22;9;35;2;;;3;0;;;;;;;;;;;;;0;;;;26,3;25,9;18,5;9,1;3,7;14,4;0,8;;;1,2;0,0;;;;;;;;;;;;;0,0;;;;1;245;0,4;99,6;58;57;48;22;10;34;1;7;1;2;0;0;0;0;1;0;0;0;0;0;0;4;0;;;;;23,7;23,3;19,6;9,0;4,1;13,9;0,4;2,9;0,4;0,8;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";33301;"Hermershausen Bürgerhaus";299;256;43;0;162;2;;;3;159;1,9;98,1;69;32;19;10;6;15;2;;;5;1;;;;;;;;;;;;;0;;;;43,4;20,1;11,9;6,3;3,8;9,4;1,3;;;3,1;0,6;;;;;;;;;;;;;0,0;;;;3;159;1,9;98,1;53;35;21;14;8;15;1;2;0;0;2;1;1;0;0;0;0;0;0;0;0;6;0;;;;;33,3;22,0;13,2;8,8;5,0;9,4;0,6;1,3;0,0;0,0;1,3;0,6;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";34101;"Ginseldorf Bürgerhaus";582;507;75;0;391;0;;;5;386;1,3;98,7;138;96;69;24;16;37;1;;;3;2;;;;;;;;;;;;;0;;;;35,8;24,9;17,9;6,2;4,1;9,6;0,3;;;0,8;0,5;;;;;;;;;;;;;0,0;;;;6;385;1,5;98,5;124;83;91;19;16;41;0;2;0;1;2;0;0;0;0;0;0;0;3;0;0;2;1;;;;;32,2;21,6;23,6;4,9;4,2;10,6;0,0;0,5;0,0;0,3;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,5;0,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";34201;"Bauerbach Bürgerhaus";1046;849;197;0;572;2;;;8;564;1,4;98,6;187;127;112;44;21;62;4;;;3;3;;;;;;;;;;;;;1;;;;33,2;22,5;19,9;7,8;3,7;11,0;0,7;;;0,5;0,5;;;;;;;;;;;;;0,2;;;;5;567;0,9;99,1;161;100;133;47;31;70;4;7;0;2;1;0;0;0;0;1;1;0;0;0;0;7;2;;;;;28,4;17,6;23,5;8,3;5,5;12,3;0,7;1,2;0,0;0,4;0,2;0,0;0,0;0,0;0,0;0,2;0,2;0,0;0,0;0,0;0,0;1,2;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";34301;"Schröck I Dorfgemeinschaftshaus";833;744;89;0;560;0;;;15;545;2,7;97,3;204;116;94;38;32;48;4;;;4;5;;;;;;;;;;;;;0;;;;37,4;21,3;17,2;7,0;5,9;8,8;0,7;;;0,7;0,9;;;;;;;;;;;;;0,0;;;;13;547;2,3;97,7;184;93;120;34;33;49;2;17;0;3;3;0;0;1;0;3;0;0;0;1;1;2;1;;;;;33,6;17,0;21,9;6,2;6,0;9,0;0,4;3,1;0,0;0,5;0,5;0,0;0,0;0,2;0,0;0,5;0,0;0,0;0,0;0,2;0,2;0,4;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";34302;"Schröck II Tausendfüßlerschule";514;456;58;0;319;0;;;4;315;1,3;98,7;133;56;62;19;11;32;1;;;0;1;;;;;;;;;;;;;0;;;;42,2;17,8;19,7;6,0;3,5;10,2;0,3;;;0,0;0,3;;;;;;;;;;;;;0,0;;;;8;311;2,5;97,5;110;50;66;17;17;38;1;4;0;1;0;1;0;0;0;0;1;0;0;0;0;5;0;;;;;35,4;16,1;21,2;5,5;5,5;12,2;0,3;1,3;0,0;0,3;0,0;0,3;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;1,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";34401;"Moischt Mehrzweckhalle";889;742;147;0;503;3;;;14;489;2,8;97,2;139;145;78;44;16;52;2;;;2;10;;;;;;;;;;;;;1;;;;28,4;29,7;16,0;9,0;3,3;10,6;0,4;;;0,4;2,0;;;;;;;;;;;;;0,2;;;;13;490;2,6;97,4;114;117;114;36;26;55;1;13;1;5;2;1;0;0;0;1;0;0;1;0;0;3;0;;;;;23,3;23,9;23,3;7,3;5,3;11,2;0,2;2,7;0,2;1,0;0,4;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,0;0,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35101;"Cappel I Bürgerhaus";939;761;178;0;474;0;;;5;469;1,1;98,9;118;129;93;58;17;45;2;;;3;3;;;;;;;;;;;;;1;;;;25,2;27,5;19,8;12,4;3,6;9,6;0,4;;;0,6;0,6;;;;;;;;;;;;;0,2;;;;4;470;0,8;99,2;101;115;107;48;31;46;2;8;0;3;2;0;0;0;1;0;0;0;0;4;0;2;0;;;;;21,5;24,5;22,8;10,2;6,6;9,8;0,4;1,7;0,0;0,6;0,4;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,9;0,0;0,4;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35102;"Cappel II Erich-Kästner-Schule";880;729;151;0;498;0;;;5;493;1,0;99,0;148;128;96;44;23;43;1;;;3;6;;;;;;;;;;;;;1;;;;30,0;26,0;19,5;8,9;4,7;8,7;0,2;;;0,6;1,2;;;;;;;;;;;;;0,2;;;;4;494;0,8;99,2;129;98;106;56;33;42;0;8;2;3;4;0;0;1;3;0;0;0;0;0;0;7;2;;;;;26,1;19,8;21,5;11,3;6,7;8,5;0,0;1,6;0,4;0,6;0,8;0,0;0,0;0,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35103;"Cappel III ehem. Rathaus Cappel";788;656;132;0;464;0;;;11;453;2,4;97,6;119;106;87;44;27;54;7;;;5;3;;;;;;;;;;;;;1;;;;26,3;23,4;19,2;9,7;6,0;11,9;1,5;;;1,1;0,7;;;;;;;;;;;;;0,2;;;;6;458;1,3;98,7;85;99;103;50;30;64;5;6;0;4;1;0;0;0;2;0;0;0;0;1;1;7;0;;;;;18,6;21,6;22,5;10,9;6,6;14,0;1,1;1,3;0,0;0,9;0,2;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,2;0,2;1,5;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35104;"Cappel IV Ev. Pfarramt";940;811;129;0;481;3;;;11;470;2,3;97,7;133;139;79;43;23;47;2;;;1;3;;;;;;;;;;;;;0;;;;28,3;29,6;16,8;9,1;4,9;10,0;0,4;;;0,2;0,6;;;;;;;;;;;;;0,0;;;;6;475;1,2;98,8;118;109;110;44;23;53;1;4;1;2;2;0;0;0;0;2;0;0;1;0;1;4;0;;;;;24,8;22,9;23,2;9,3;4,8;11,2;0,2;0,8;0,2;0,4;0,4;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,2;0,0;0,2;0,8;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35105;"Cappel V Hotel Carle";976;812;164;0;544;1;;;6;538;1,1;98,9;134;166;107;51;34;29;6;;;6;5;;;;;;;;;;;;;0;;;;24,9;30,9;19,9;9,5;6,3;5,4;1,1;;;1,1;0,9;;;;;;;;;;;;;0,0;;;;6;538;1,1;98,9;115;128;125;64;42;35;5;8;1;5;1;0;0;0;3;1;1;1;0;0;0;0;3;;;;;21,4;23,8;23,2;11,9;7,8;6,5;0,9;1,5;0,2;0,9;0,2;0,0;0,0;0,0;0,6;0,2;0,2;0,2;0,0;0,0;0,0;0,0;0,6;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35106;"Cappel VI Gemeinschaftshaus Kleingärtnerverein";744;563;181;0;340;1;;;4;336;1,2;98,8;92;115;46;36;17;26;4;;;0;0;;;;;;;;;;;;;0;;;;27,4;34,2;13,7;10,7;5,1;7,7;1,2;;;0,0;0,0;;;;;;;;;;;;;0,0;;;;6;334;1,8;98,2;78;92;64;33;22;29;3;5;0;2;1;1;0;0;0;1;0;0;0;1;1;1;0;;;;;23,4;27,5;19,2;9,9;6,6;8,7;0,9;1,5;0,0;0,6;0,3;0,3;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,3;0,3;0,3;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35201;"Ronhausen Bürgerhaus";176;167;9;0;124;0;;;3;121;2,4;97,6;33;35;15;5;15;18;0;;;0;0;;;;;;;;;;;;;0;;;;27,3;28,9;12,4;4,1;12,4;14,9;0,0;;;0,0;0,0;;;;;;;;;;;;;0,0;;;;1;123;0,8;99,2;26;30;17;7;20;19;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;;;;;21,1;24,4;13,8;5,7;16,3;15,4;0,0;1,6;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35301;"Bortshausen Bürgerhaus";203;176;27;0;133;0;;;6;127;4,5;95,5;41;31;19;12;9;13;2;;;0;0;;;;;;;;;;;;;0;;;;32,3;24,4;15,0;9,4;7,1;10,2;1,6;;;0,0;0,0;;;;;;;;;;;;;0,0;;;;9;124;6,8;93,2;33;28;23;14;8;10;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;26,6;22,6;18,5;11,3;6,5;8,1;0,8;2,4;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";35401;"Gisselberg Bürgerhaus";669;569;100;0;402;0;;;8;394;2,0;98,0;125;99;80;41;26;16;4;;;1;1;;;;;;;;;;;;;1;;;;31,7;25,1;20,3;10,4;6,6;4,1;1,0;;;0,3;0,3;;;;;;;;;;;;;0,3;;;;4;398;1,0;99,0;108;80;103;38;31;23;1;3;0;4;2;0;0;0;0;0;0;0;0;0;0;5;0;;;;;27,1;20,1;25,9;9,5;7,8;5,8;0,3;0,8;0,0;1,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90001;"Briefwahl 1";0;0;0;0;703;703;;;0;703;0,0;100,0;124;159;203;139;24;26;11;;;10;3;;;;;;;;;;;;;4;;;;17,6;22,6;28,9;19,8;3,4;3,7;1,6;;;1,4;0,4;;;;;;;;;;;;;0,6;;;;5;698;0,7;99,3;92;105;246;159;30;28;8;6;0;7;4;0;0;0;1;1;0;1;2;1;0;5;2;;;;;13,2;15,0;35,2;22,8;4,3;4,0;1,1;0,9;0,0;1,0;0,6;0,0;0,0;0,0;0,1;0,1;0,0;0,1;0,3;0,1;0,0;0,7;0,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90002;"Briefwahl 2";0;0;0;0;684;684;;;2;682;0,3;99,7;119;147;196;137;31;25;9;;;8;9;;;;;;;;;;;;;1;;;;17,4;21,6;28,7;20,1;4,5;3,7;1,3;;;1,2;1,3;;;;;;;;;;;;;0,1;;;;2;682;0,3;99,7;96;110;205;154;42;30;7;9;0;7;4;0;0;0;0;2;0;4;4;0;0;5;3;;;;;14,1;16,1;30,1;22,6;6,2;4,4;1,0;1,3;0,0;1,0;0,6;0,0;0,0;0,0;0,0;0,3;0,0;0,6;0,6;0,0;0,0;0,7;0,4;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90003;"Briefwahl 3";0;0;0;0;564;564;;;4;560;0,7;99,3;123;127;165;90;26;15;3;;;9;2;;;;;;;;;;;;;0;;;;22,0;22,7;29,5;16,1;4,6;2,7;0,5;;;1,6;0,4;;;;;;;;;;;;;0,0;;;;4;560;0,7;99,3;105;96;191;93;26;21;4;5;0;5;3;0;0;0;1;0;0;0;0;3;1;3;3;;;;;18,8;17,1;34,1;16,6;4,6;3,8;0,7;0,9;0,0;0,9;0,5;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,5;0,2;0,5;0,5;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90004;"Briefwahl 4";0;0;0;0;666;666;;;2;664;0,3;99,7;135;130;218;108;33;22;2;;;7;7;;;;;;;;;;;;;2;;;;20,3;19,6;32,8;16,3;5,0;3,3;0,3;;;1,1;1,1;;;;;;;;;;;;;0,3;;;;3;663;0,5;99,5;127;99;231;114;30;33;4;5;0;4;1;1;0;0;4;3;1;0;0;1;1;3;1;;;;;19,2;14,9;34,8;17,2;4,5;5,0;0,6;0,8;0,0;0,6;0,2;0,2;0,0;0,0;0,6;0,5;0,2;0,0;0,0;0,2;0,2;0,5;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90005;"Briefwahl 5";0;0;0;0;622;622;;;3;619;0,5;99,5;129;161;159;93;30;23;7;;;10;7;;;;;;;;;;;;;0;;;;20,8;26,0;25,7;15,0;4,8;3,7;1,1;;;1,6;1,1;;;;;;;;;;;;;0,0;;;;3;619;0,5;99,5;114;125;178;103;33;26;3;7;0;12;9;0;0;0;2;1;1;0;2;0;0;1;2;;;;;18,4;20,2;28,8;16,6;5,3;4,2;0,5;1,1;0,0;1,9;1,5;0,0;0,0;0,0;0,3;0,2;0,2;0,0;0,3;0,0;0,0;0,2;0,3;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90006;"Briefwahl 6";0;0;0;0;566;566;;;8;558;1,4;98,6;151;159;108;71;13;34;13;;;5;3;;;;;;;;;;;;;1;;;;27,1;28,5;19,4;12,7;2,3;6,1;2,3;;;0,9;0,5;;;;;;;;;;;;;0,2;;;;5;561;0,9;99,1;135;152;115;72;16;41;7;10;1;3;2;0;0;0;0;1;0;0;0;1;1;4;0;;;;;24,1;27,1;20,5;12,8;2,9;7,3;1,2;1,8;0,2;0,5;0,4;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,2;0,2;0,7;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90007;"Briefwahl 7";0;0;0;0;672;672;;;4;668;0,6;99,4;188;158;148;75;44;40;5;;;7;2;;;;;;;;;;;;;1;;;;28,1;23,7;22,2;11,2;6,6;6,0;0,7;;;1,0;0,3;;;;;;;;;;;;;0,1;;;;2;670;0,3;99,7;147;141;173;80;47;48;5;8;0;7;3;2;0;0;2;0;0;0;0;0;1;5;1;;;;;21,9;21,0;25,8;11,9;7,0;7,2;0,7;1,2;0,0;1,0;0,4;0,3;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,1;0,7;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90008;"Briefwahl 8";0;0;0;0;466;466;;;2;464;0,4;99,6;147;83;124;53;21;24;9;;;1;1;;;;;;;;;;;;;1;;;;31,7;17,9;26,7;11,4;4,5;5,2;1,9;;;0,2;0,2;;;;;;;;;;;;;0,2;;;;2;464;0,4;99,6;121;75;132;60;38;23;3;3;0;3;3;0;0;0;1;0;0;0;0;1;1;0;0;;;;;26,1;16,2;28,4;12,9;8,2;5,0;0,6;0,6;0,0;0,6;0,6;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,2;0,2;0,0;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90009;"Briefwahl 9";0;0;0;0;418;418;;;2;416;0,5;99,5;98;114;107;52;21;10;7;;;2;4;;;;;;;;;;;;;1;;;;23,6;27,4;25,7;12,5;5,0;2,4;1,7;;;0,5;1,0;;;;;;;;;;;;;0,2;;;;2;416;0,5;99,5;88;84;127;55;25;12;1;7;0;5;1;0;0;0;0;2;0;0;0;1;0;4;4;;;;;21,2;20,2;30,5;13,2;6,0;2,9;0,2;1,7;0,0;1,2;0,2;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,2;0,0;1,0;1,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90010;"Briefwahl 10";0;0;0;0;833;833;;;9;824;1,1;98,9;221;210;187;115;38;33;6;;;9;4;;;;;;;;;;;;;1;;;;26,8;25,5;22,7;14,0;4,6;4,0;0,7;;;1,1;0,5;;;;;;;;;;;;;0,1;;;;6;827;0,7;99,3;188;194;210;108;53;34;7;11;0;7;5;0;0;2;2;0;0;0;0;1;1;3;1;;;;;22,7;23,5;25,4;13,1;6,4;4,1;0,8;1,3;0,0;0,8;0,6;0,0;0,0;0,2;0,2;0,0;0,0;0,0;0,0;0,1;0,1;0,4;0,1;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90011;"Briefwahl 11";0;0;0;0;863;863;;;4;859;0,5;99,5;265;223;166;97;27;60;9;;;4;6;;;;;;;;;;;;;2;;;;30,8;26,0;19,3;11,3;3,1;7,0;1,0;;;0,5;0,7;;;;;;;;;;;;;0,2;;;;2;861;0,2;99,8;230;195;200;94;32;66;2;18;1;9;3;0;0;0;2;1;0;0;0;3;0;5;0;;;;;26,7;22,6;23,2;10,9;3,7;7,7;0,2;2,1;0,1;1,0;0,3;0,0;0,0;0,0;0,2;0,1;0,0;0,0;0,0;0,3;0,0;0,6;0,0;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
01353401400;"Marburg, Universitätsstadt";"SB";90012;"Briefwahl 12";0;0;0;0;498;498;;;3;495;0,6;99,4;146;124;104;46;37;21;3;;;6;6;;;;;;;;;;;;;2;;;;29,5;25,1;21,0;9,3;7,5;4,2;0,6;;;1,2;1,2;;;;;;;;;;;;;0,4;;;;3;495;0,6;99,4;119;103;126;46;47;28;2;6;0;4;3;0;0;1;1;3;0;0;0;1;0;4;1;;;;;24,0;20,8;25,5;9,3;9,5;5,7;0,4;1,2;0,0;0,8;0,6;0,0;0,0;0,2;0,2;0,6;0,0;0,0;0,0;0,2;0,0;0,8;0,2;;;;;"";"";"";"";1;1;2022-10-04 10:35:19;1;;"";0
